Traffic Volumes Counts,,,,,,,,,,24 hour Period Hourly Counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dist,Cnty,Rte,Prefix,PM,Leg,Dir,Description,Date,Day,_0_1,,_1_2,,_2_3,,_3_4,,_4_5,,_5_6 ,,_6_7,,_7_8,,_8_9,,_9_10,,_10_11,,_11_12,,_12_13,,_13_14,,_14_15,,_15_16,,_16_17,,_17_18,,_18_19 ,,_19_20,,_20_21 ,,_21_22,,_22_23,,_23_24,,_24hr_total
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,01/25/2019,FRI,633,A,458,A,320,A,501,A,1085,A,2723,A,3842,A,4818,A,5748,A,7258,A,5667,A,4672,A,3625,A,5354,A,6557,A,6972,A,6748,A,7280,A,6161,A,4842,A,3161,A,1858,A,1746,A,1248,A,"93,277 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,01/26/2019,SAT,906,A,618,A,457,A,370,A,327,A,799,A,1457,A,1957,A,2705,A,4406,A,5638,A,6079,A,6218,A,6174,A,6083,A,5223,A,4784,A,5139,A,6684,A,4330,A,3467,A,3462,A,3314,A,3257,A,"83,854 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,01/27/2019,SUN,1088,A,567,A,447,A,336,A,278,A,574,A,818,A,1182,A,2057,A,3992,A,4726,A,5265,A,5664,A,5801,A,4887,A,4434,A,4472,A,4431,A,5610,A,4993,A,4636,A,3438,A,2423,A,1571,A,"73,690 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,01/28/2019,MON,769,A,701,A,319,A,559,A,1609,A,4059,A,5995,A,7068,A,7993,A,8350,A,6667,A,4423,A,4076,A,3840,A,4506,A,4822,A,5079,A,5754,A,5843,A,3850,A,2517,A,2110,A,1729,A,1188,A,"93,826 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,01/30/2019,WED,774,A,548,A,415,A,588,A,1755,A,4200,A,5571,A,7021,A,7767,A,8054,A,6636,A,4981,A,4082,A,4221,A,6050,A,6278,A,5591,A,5242,A,4055,A,4156,A,2753,A,2337,A,1827,A,1287,A,"96,189 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,01/31/2019,THU,766,A,486,A,405,A,641,A,1724,A,3952,A,5353,A,6766,A,8136,A,8274,A,6212,A,4135,A,4035,A,4342,A,5534,A,5221,A,5136,A,5273,A,5258,A,3120,A,2838,A,2533,A,2103,A,1493,A,"93,736 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/01/2019,FRI,873,A,613,A,445,A,596,A,1547,A,3741,A,5031,A,6158,A,6950,A,6881,A,5515,A,4340,A,3422,A,3682,A,5026,A,4968,A,6050,A,6506,A,5688,A,4509,A,3105,A,2707,A,2240,A,1662,A,"92,255 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/02/2019,SAT,1006,A,667,A,472,A,407,A,459,A,1011,A,1702,A,2275,A,3269,A,4206,A,4873,A,5739,A,4493,A,3239,A,4114,A,4259,A,5504,A,6026,A,5408,A,3658,A,3041,A,2900,A,2577,A,1938,A,"73,243 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/03/2019,SUN,1347,A,810,A,533,A,349,A,310,A,615,A,940,A,1330,A,2095,A,2973,A,4000,A,3893,A,5331,A,5342,A,5079,A,3701,A,3078,A,3034,A,2896,A,4308,A,5138,A,4311,A,2847,A,1396,A,"65,656 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/04/2019,MON,764,A,410,A,395,A,630,A,1641,A,3615,A,4970,A,6716,A,7778,A,7618,A,6775,A,5196,A,4033,A,4141,A,5318,A,4904,A,4508,A,5387,A,5353,A,3458,A,2406,A,2072,A,1814,A,1333,A,"91,235 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/05/2019,TUE,701,A,394,A,265,A,445,A,2238,A,4534,A,5527,A,7001,A,7521,A,7954,A,6107,A,3836,A,3050,A,3130,A,4417,A,4778,A,5015,A,5045,A,5653,A,3911,A,2227,A,1613,A,1349,A,898,A,"87,609 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/06/2019,WED,586,A,410,A,341,A,520,A,1215,A,2861,A,4127,A,5325,A,5688,A,8261,A,7165,A,4545,A,3290,A,3194,A,4334,A,4674,A,5032,A,5519,A,5581,A,4208,A,2304,A,1614,A,1345,A,939,A,"83,078 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/07/2019,THU,597,A,394,A,382,A,485,A,1207,A,2996,A,4278,A,5376,A,6152,A,8235,A,6743,A,4327,A,3178,A,3265,A,4418,A,4839,A,4950,A,5736,A,4667,A,2816,A,1584,A,2095,A,2480,A,884,A,"82,084 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/08/2019,FRI,453,A,364,A,265,A,448,A,1142,A,2689,A,3857,A,4660,A,5800,A,6617,A,5112,A,4292,A,4775,A,5244,A,6022,A,6397,A,6194,A,6830,A,4993,A,5415,A,2720,A,1830,A,1564,A,1166,A,"88,849 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/09/2019,SAT,784,A,639,A,374,A,370,A,459,A,816,A,1290,A,1802,A,3262,A,4627,A,5474,A,5989,A,6168,A,6031,A,6387,A,6005,A,5198,A,6195,A,5805,A,4942,A,3494,A,3140,A,2696,A,2022,A,"83,969 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/10/2019,SUN,1390,A,666,A,1016,A,828,A,250,A,498,A,840,A,981,A,1558,A,3572,A,4404,A,4278,A,4041,A,4222,A,4262,A,3990,A,4184,A,4477,A,5004,A,4400,A,4004,A,2370,A,1731,A,975,A,"63,941 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/11/2019,MON,604,A,409,A,347,A,582,A,1459,A,2979,A,4163,A,5373,A,7423,A,8051,A,5761,A,3277,A,3097,A,3331,A,4288,A,5137,A,4892,A,5237,A,5333,A,3952,A,1997,A,1468,A,1231,A,1011,A,"81,402 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/14/2019,THU,727,A,526,A,404,A,575,A,1500,A,3734,A,4795,A,6622,A,7752,A,7871,A,5897,A,4362,A,4192,A,4146,A,5525,A,5000,A,5180,A,5608,A,4618,A,3959,A,2662,A,2271,A,2016,A,1435,A,"91,377 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/15/2019,FRI,913,A,560,A,413,A,608,A,1509,A,3235,A,4595,A,5771,A,6823,A,6283,A,3986,A,3564,A,3417,A,3957,A,4452,A,6106,A,4676,A,6332,A,5885,A,4971,A,3433,A,2684,A,2222,A,1789,A,"88,184 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/16/2019,SAT,1093,A,694,A,449,A,393,A,442,A,966,A,1811,A,2327,A,3424,A,4458,A,5556,A,5552,A,4355,A,4836,A,4435,A,4456,A,4524,A,4722,A,5338,A,4167,A,3341,A,3121,A,2825,A,2151,A,"75,436 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/17/2019,SUN,1353,A,847,A,574,A,484,A,429,A,651,A,1171,A,1427,A,2239,A,2787,A,3224,A,3854,A,4043,A,4635,A,4269,A,4126,A,4090,A,4176,A,5110,A,4613,A,3762,A,3357,A,2670,A,1164,A,"65,055 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/18/2019,MON,676,A,457,A,379,A,452,A,774,A,1603,A,2295,A,2426,A,3806,A,3428,A,3598,A,4099,A,3891,A,3946,A,4332,A,4937,A,5135,A,4953,A,4144,A,4288,A,3564,A,2219,A,1561,A,1163,A,"68,126 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/19/2019,TUE,520,A,458,A,331,A,513,A,1284,A,3123,A,3946,A,4947,A,6636,A,8200,A,5754,A,3770,A,2957,A,3167,A,4451,A,5070,A,5237,A,5372,A,5472,A,4102,A,2942,A,2262,A,2114,A,1510,A,"84,138 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/21/2019,THU,488,A,327,A,258,A,450,A,1301,A,3084,A,4143,A,4258,A,6576,A,7624,A,6196,A,4167,A,2765,A,2299,A,4637,A,5107,A,4897,A,5079,A,5046,A,4531,A,3129,A,2527,A,2045,A,1537,A,"82,471 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/23/2019,SAT,841,A,486,A,393,A,312,A,460,A,873,A,1506,A,1993,A,3015,A,4672,A,5841,A,5969,A,5177,A,5202,A,5267,A,5195,A,5576,A,7083,A,6530,A,5089,A,4149,A,2674,A,2114,A,1704,A,"82,121 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/24/2019,SUN,1040,A,654,A,468,A,339,A,323,A,508,A,951,A,1055,A,2415,A,3935,A,4917,A,5871,A,5981,A,5696,A,4916,A,4888,A,4825,A,6722,A,5487,A,5365,A,4363,A,3413,A,2783,A,1317,A,"78,232 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/25/2019,MON,766,A,503,A,417,A,799,A,1863,A,4414,A,6113,A,5693,A,7357,A,8054,A,6041,A,4679,A,4552,A,4629,A,4492,A,5267,A,6534,A,6957,A,5338,A,3509,A,2458,A,2094,A,1582,A,1227,A,"95,338 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/26/2019,TUE,763,A,526,A,392,A,593,A,1379,A,3937,A,5686,A,6872,A,7547,A,6702,A,4497,A,3079,A,2866,A,2802,A,4032,A,4767,A,4910,A,4985,A,3745,A,2833,A,1752,A,1903,A,1784,A,1237,A,"79,589 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,02/27/2019,WED,759,A,501,A,416,A,638,A,1718,A,4069,A,5687,A,6872,A,7469,A,7459,A,7012,A,4130,A,2926,A,3064,A,4029,A,4890,A,4995,A,5252,A,4977,A,3973,A,2521,A,2137,A,1744,A,1345,A,"88,583 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/02/2019,SAT,1057,A,765,A,515,A,404,A,515,A,1095,A,1750,A,2337,A,3339,A,4680,A,5067,A,5204,A,5658,A,6056,A,5900,A,6071,A,5949,A,5990,A,5612,A,4297,A,3322,A,3222,A,2898,A,2310,A,"84,013 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/03/2019,SUN,1386,A,877,A,628,A,457,A,396,A,660,A,1078,A,1737,A,1744,A,2661,A,3211,A,3775,A,4194,A,4281,A,4391,A,5911,A,6462,A,6131,A,5619,A,4667,A,3456,A,2444,A,1749,A,899,A,"68,814 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/04/2019,MON,528,A,442,A,308,A,502,A,1382,A,3327,A,4337,A,5228,A,6101,A,6471,A,5107,A,3571,A,3049,A,3002,A,4195,A,4773,A,5105,A,5274,A,4172,A,2833,A,1911,A,1496,A,1160,A,1134,A,"75,408 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/06/2019,WED,524,A,286,A,374,A,526,A,1153,A,2754,A,3968,A,5181,A,6353,A,6739,A,5980,A,4456,A,3204,A,3331,A,4303,A,4733,A,4855,A,4969,A,3979,A,2866,A,1851,A,1735,A,2199,A,1411,A,"77,730 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/07/2019,THU,868,A,523,A,438,A,665,A,1709,A,4410,A,5664,A,6674,A,7824,A,7607,A,6236,A,3798,A,3206,A,3478,A,4284,A,4981,A,5363,A,5165,A,4459,A,3977,A,3538,A,2742,A,2108,A,1618,A,"91,335 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/08/2019,FRI,965,A,598,A,442,A,560,A,1622,A,3937,A,5394,A,6411,A,5738,A,5356,A,3993,A,3572,A,3437,A,3666,A,4864,A,5266,A,5246,A,5328,A,4326,A,3428,A,2363,A,3116,A,2434,A,1700,A,"83,762 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/09/2019,SAT,1075,A,714,A,500,A,468,A,537,A,1174,A,1952,A,2617,A,3330,A,3478,A,4098,A,4849,A,5129,A,4548,A,4682,A,4778,A,4748,A,4739,A,4902,A,4776,A,3699,A,3302,A,2985,A,1842,A,"74,922 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/11/2019,MON,923,A,313,A,353,A,498,A,1356,A,2869,A,4072,A,5405,A,7464,A,7992,A,6399,A,4031,A,2970,A,3098,A,4121,A,4726,A,4806,A,5180,A,4128,A,2717,A,2536,A,2505,A,1881,A,1342,A,"81,685 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/14/2019,THU,1047,A,441,A,340,A,471,A,1258,A,3165,A,4172,A,5325,A,7025,A,7125,A,5991,A,3542,A,3276,A,3352,A,4258,A,5332,A,5271,A,5208,A,4368,A,3304,A,2826,A,2638,A,2159,A,1611,A,"83,505 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/15/2019,FRI,1279,A,607,A,301,A,423,A,1354,A,2943,A,3888,A,4652,A,5694,A,7400,A,4473,A,3726,A,3576,A,3764,A,5088,A,5238,A,5218,A,5470,A,3894,A,3755,A,3430,A,3276,A,2553,A,2007,A,"84,009 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/16/2019,SAT,1502,A,1803,A,386,A,457,A,471,A,889,A,1591,A,1933,A,3663,A,5299,A,5115,A,5032,A,5376,A,5530,A,5341,A,5475,A,5213,A,5348,A,5232,A,4261,A,3322,A,3935,A,3639,A,2362,A,"83,175 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/17/2019,SUN,1589,A,1175,A,868,A,418,A,365,A,491,A,787,A,1195,A,2401,A,4160,A,5185,A,5049,A,4966,A,4878,A,4813,A,4484,A,4770,A,4614,A,4739,A,4115,A,3807,A,3843,A,3099,A,1684,A,"73,495 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/18/2019,MON,913,A,522,A,488,A,723,A,1933,A,4427,A,4794,A,7164,A,7308,A,8498,A,7596,A,4932,A,3461,A,3415,A,4130,A,5129,A,5064,A,5238,A,4318,A,2897,A,2047,A,2333,A,2017,A,1379,A,"90,726 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/19/2019,TUE,815,A,482,A,418,A,693,A,1927,A,4292,A,5659,A,6941,A,7936,A,7823,A,4488,A,3241,A,3154,A,3091,A,4519,A,5146,A,5376,A,5404,A,4219,A,2935,A,2009,A,1642,A,1847,A,1568,A,"85,625 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/20/2019,WED,831,A,491,A,422,A,683,A,1643,A,3788,A,5097,A,6921,A,7333,A,7645,A,6450,A,5321,A,4293,A,3434,A,4277,A,4553,A,5228,A,5373,A,4466,A,3073,A,2761,A,2633,A,2140,A,1515,A,"90,371 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/21/2019,THU,882,A,476,A,496,A,793,A,1392,A,3201,A,5091,A,6146,A,7496,A,6607,A,5137,A,3684,A,3313,A,3345,A,4348,A,4876,A,5259,A,4961,A,4410,A,3183,A,2826,A,2646,A,2189,A,1597,A,"84,354 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/22/2019,FRI,945,A,588,A,2087,A,520,A,1877,A,3852,A,4798,A,5605,A,7121,A,8042,A,6882,A,4866,A,3848,A,3858,A,5055,A,4628,A,4883,A,4904,A,4127,A,4249,A,3064,A,2847,A,2371,A,1861,A,"92,878 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/24/2019,SUN,1704,A,958,A,625,A,440,A,393,A,1902,A,1336,A,1022,A,2514,A,2821,A,3384,A,4077,A,4344,A,4757,A,5040,A,4669,A,5130,A,4516,A,4415,A,3637,A,3487,A,3665,A,2780,A,1589,A,"69,205 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/29/2019,FRI,899,A,564,A,454,A,661,A,1693,A,3938,A,5193,A,6015,A,6234,A,5264,A,4078,A,3415,A,4021,A,3909,A,5093,A,5165,A,4667,A,4966,A,4325,A,3250,A,2472,A,3160,A,2512,A,2013,A,"83,961 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,03/30/2019,SAT,1313,A,716,A,502,A,442,A,525,A,1303,A,2029,A,2696,A,3094,A,3833,A,4828,A,5256,A,5545,A,5219,A,4623,A,5715,A,5570,A,5277,A,4983,A,3895,A,3070,A,2923,A,2772,A,2424,A,"78,553 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,04/01/2019,MON,1013,A,533,A,420,A,696,A,1978,A,4173,A,5132,A,6333,A,5719,A,5259,A,4226,A,3402,A,3359,A,3353,A,4133,A,4945,A,4709,A,4697,A,3566,A,2301,A,1821,A,2311,A,1566,A,893,A,"76,538 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,04/05/2019,FRI,604,A,524,A,342,A,494,A,1007,A,2725,A,3343,A,4043,A,4742,A,3565,A,3888,A,3674,A,3311,A,3656,A,4065,A,5071,A,4409,A,5022,A,3886,A,3324,A,2075,A,1700,A,1483,A,1218,A,"68,171 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,04/06/2019,SAT,685,A,525,A,424,A,404,A,395,A,679,A,1395,A,1864,A,2572,A,3563,A,3814,A,4511,A,4534,A,4572,A,4643,A,4523,A,4532,A,5081,A,4317,A,3271,A,2804,A,2572,A,2135,A,1361,A,"65,176 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,04/07/2019,SUN,1151,A,1106,A,650,A,720,A,372,A,443,A,1346,A,1470,A,1657,A,2708,A,3413,A,3520,A,4258,A,3895,A,4188,A,4245,A,4242,A,4362,A,4178,A,3595,A,3102,A,3123,A,1852,A,1162,A,"60,758 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,04/08/2019,MON,527,A,413,A,341,A,514,A,1215,A,3156,A,3817,A,5209,A,5692,A,6393,A,6196,A,4669,A,3013,A,3376,A,3707,A,4974,A,4448,A,4885,A,4058,A,2537,A,1720,A,1321,A,1100,A,1197,A,"74,478 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,04/11/2019,THU,897,A,551,A,435,A,639,A,1690,A,3977,A,5092,A,6690,A,7100,A,6136,A,4611,A,3322,A,3247,A,3273,A,4036,A,4577,A,4337,A,4814,A,4071,A,3009,A,1953,A,2386,A,2284,A,1467,A,"80,594 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,04/12/2019,FRI,889,A,537,A,504,A,637,A,1741,A,3685,A,4912,A,5302,A,5738,A,5446,A,4549,A,3750,A,3974,A,4532,A,5785,A,5877,A,5362,A,5325,A,5037,A,3819,A,2856,A,2267,A,2367,A,2130,A,"87,021 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,04/13/2019,SAT,1354,A,918,A,539,A,508,A,634,A,1361,A,2279,A,3556,A,3226,A,4485,A,4948,A,5315,A,5143,A,5310,A,5027,A,4934,A,5635,A,4951,A,5128,A,4306,A,3212,A,2945,A,3215,A,2544,A,"81,473 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,04/14/2019,SUN,1572,A,964,A,620,A,488,A,446,A,743,A,1371,A,1942,A,3183,A,3193,A,3727,A,4537,A,4429,A,4758,A,4908,A,4786,A,4938,A,4883,A,4668,A,4084,A,4608,A,3852,A,2914,A,1716,A,"73,330 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,04/15/2019,MON,855,A,515,A,480,A,729,A,2005,A,4350,A,5773,A,6203,A,6238,A,6265,A,5118,A,3597,A,3308,A,3261,A,4394,A,4934,A,4600,A,4828,A,3780,A,2744,A,1870,A,1435,A,1349,A,1113,A,"79,744 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,04/18/2019,THU,722,A,895,A,575,A,749,A,1953,A,4290,A,5815,A,6588,A,7042,A,7659,A,6064,A,4404,A,3699,A,3623,A,4950,A,5248,A,5023,A,5471,A,4336,A,3374,A,2158,A,1894,A,1602,A,1264,A,"89,398 "
4,SCL,680 ,M,9.935,B,S,SANTA CLARA/ALAMEDA COUNTY LIN,04/20/2019,SAT,953,A,563,A,341,A,293,A,447,A,813,A,1392,A,1953,A,2742,A,3633,A,4262,A,4836,A,5120,A,5184,A,5044,A,4843,A,4766,A,4938,A,5057,A,4164,A,3107,A,2556,A,2633,A,1571,A,"71,211 "
